ID,Image,NameJP,NameEN,Gender,Role,Position,Element,Kick,Control,Technique,Pressure,Physical,Agility,Intelligence,Age Group,School Year
4112,https://dxi4wb638ujep.cloudfront.net/1/k/1/0/10v5dpjfhns.png,Sarges Rougue,Circulus Corona,Male,Player,FW,Fire,119,113,102,85,81,81,90,Adult,-
4114,https://dxi4wb638ujep.cloudfront.net/1/k/e/c/eckywwv_m-e.png,Joss Fool,Joss Fool,Male,Player,MF,Forest,97,112,113,83,81,81,100,Exobeing,-
4115,https://dxi4wb638ujep.cloudfront.net/1/k/n/x/nxi2ssy-8hs.png,Ashvina Barani,Ashvina Bharani,Female,Player,GK,Wind,84,92,86,97,101,104,92,Exobeing,-
4116,https://dxi4wb638ujep.cloudfront.net/1/k/t/4/t4bd_ph2jbc.png,Hastar Savitar,Hastar Savitar,Male,Player,DF,Wind,86,88,91,97,102,88,111,Exobeing,-
4117,https://dxi4wb638ujep.cloudfront.net/1/k/c/q/cqwiswhmky0.png,Apas Mulan,Apas Mulan,Male,Player,DF,Forest,86,88,91,97,102,88,111,Exobeing,-
4118,https://dxi4wb638ujep.cloudfront.net/1/k/e/x/ex3-8pzgh00.png,Soma Lobi,Soma Lobi,Male,Player,DF,Fire,82,85,83,102,106,87,118,Exobeing,-
4119,https://dxi4wb638ujep.cloudfront.net/1/k/v/z/vzgfrwvamhc.png,Rudra Ardo,Rudra Ardo,Male,Player,DF,Forest,82,85,83,102,106,87,118,Exobeing,-
4120,https://dxi4wb638ujep.cloudfront.net/1/k/p/2/p2lqclgs5ns.png,Bhaga Guni,Bhaga Guni,Male,Player,DF,Fire,86,88,91,97,102,88,111,Exobeing,-
4121,https://dxi4wb638ujep.cloudfront.net/1/k/-/e/-eulv0gouue.png,Bass Danish,Bass Danish,Male,Player,MF,Fire,100,109,105,87,88,81,97,Exobeing,-
4122,https://dxi4wb638ujep.cloudfront.net/1/k/k/0/k0rte5fkzrs.png,Indra Vayu,Indra Vayu,Male,Player,MF,Mountain,100,109,105,87,88,81,97,Exobeing,-
4123,https://dxi4wb638ujep.cloudfront.net/1/k/7/c/7cayzgjweye.png,Mitra Jeshu,Mitra Jeshu,Male,Player,MF,Forest,100,109,105,87,88,81,97,Exobeing,-
4124,https://dxi4wb638ujep.cloudfront.net/1/k/v/0/v0b_phq5_0k.png,Aclous Obies,Arculus Orbes,Male,Player,FW,Wind,119,114,104,85,84,84,92,Exobeing,-
4126,https://dxi4wb638ujep.cloudfront.net/1/k/k/c/kcwee4mdshm.png,Ashray Sarpala,Ashley Sarpala,Female,Player,MF,Forest,100,109,105,87,88,81,97,Exobeing,-
4127,https://dxi4wb638ujep.cloudfront.net/1/k/h/d/hdli5etamem.png,Ptumri,Ptumri,Male,Player,GK,Forest,87,95,89,96,104,109,94,Exobeing,-
4128,https://dxi4wb638ujep.cloudfront.net/1/k/-/d/-dpoo68zqbe.png,Ptumri Emnator,Ptumri Emnator,Male,Player,FW,Forest,119,114,104,85,84,84,92,Adult,-
4129,https://dxi4wb638ujep.cloudfront.net/1/k/y/u/yutcf0t7kks.png,Ptumri Emnator,Ptumri Emnator,Player,,FW,Mountain,119,114,104,85,84,84,92,Adult,-
4130,https://dxi4wb638ujep.cloudfront.net/1/k/b/y/bygxqzmitk8.png,Shuya Goenji,Axel Blaze,Male,Player,FW,Fire,121,115,105,88,85,85,93,Adult,-
4131,https://dxi4wb638ujep.cloudfront.net/1/k/j/t/jtvnwixyib0.png,Yuta Matatagi,Skip Flashman,Male,Player,DF,Wind,87,90,92,99,103,89,112,Elementary,-
4132,https://dxi4wb638ujep.cloudfront.net/1/k/s/7/s7ksd3xiloc.png,Shun Matatagi,Chip Flashman,Male,Player,FW,Wind,119,113,102,85,81,81,90,Child,-
4133,https://dxi4wb638ujep.cloudfront.net/1/k/y/u/yuhzoqeqqis.png,Tetsu Tetsukado,Thales Foreman,Male,Player,DF,Fire,82,85,83,102,106,87,118,Adult,-
4134,https://dxi4wb638ujep.cloudfront.net/1/k/d/8/d824jviq97e.png,Sakura Nozaki,Cerise Blossom,Female,Player,MF,Wind,99,114,114,85,84,84,103,Child,-
4135,https://dxi4wb638ujep.cloudfront.net/1/k/3/w/3wjgsyhyaes.png,Seiichi Nozaki,Cedric Blossom,Male,Player,FW,Forest,118,112,102,83,81,81,89,Adult,-
4136,https://dxi4wb638ujep.cloudfront.net/1/k/g/-/g-4b_nhi33e.png,Kaede Nozaki,Marigold Blossom,Female,Player,FW,Mountain,118,112,102,83,81,81,89,Adult,-
4137,https://dxi4wb638ujep.cloudfront.net/1/k/i/w/iw3krut9iis.png,Satoko Kanda,Judy Scarriot,Female,Player,FW,Mountain,118,112,102,83,81,81,89,Middle School,Grade 9
4138,https://dxi4wb638ujep.cloudfront.net/1/k/5/-/5-gr8rlhlre.png,Jinsuke Manabe,Jasper Lerner,Male,Player,FW,Forest,118,112,102,83,81,81,89,Adult,-
4139,https://dxi4wb638ujep.cloudfront.net/1/k/z/r/zrlevm-pqx0.png,Kyoko Manabe,Mabel Lerner,Female,Player,MF,Mountain,100,109,105,87,88,81,97,Adult,-
4140,https://dxi4wb638ujep.cloudfront.net/1/k/o/5/o5u_czy19cc.png,Akio Fudo,Caleb Stonewall,Male,,MF,Fire,104,112,109,91,92,85,100,Adult,-
4141,https://dxi4wb638ujep.cloudfront.net/1/k/q/y/qytjsqkz4ec.png,Kazuto Minaho,Keenan Sharpe,Male,Player,DF,Mountain,84,87,85,104,107,89,119,Child,-
4142,https://dxi4wb638ujep.cloudfront.net/1/k/b/w/bwicbvsjv30.png,Sakyo Minaho,Seraph Sharpe,Male,Player,DF,Fire,82,85,83,102,106,87,118,Adult,-
4143,https://dxi4wb638ujep.cloudfront.net/1/k/7/f/7fb3sizrgxe.png,Mitsuyo Minaho,Miriam Sharpe,Female,Player,FW,Mountain,119,113,102,85,81,81,90,Adult,-
4145,https://dxi4wb638ujep.cloudfront.net/1/k/s/o/sogmhhabeg8.png,Catra Page,Catra Page,Female,Player,FW,Wind,119,114,104,85,84,84,92,Exobeing,-
4146,https://dxi4wb638ujep.cloudfront.net/1/k/u/j/ujbqp4i3bm8.png,Laraya Obies,Laraya Orbes,Female,Player,MF,Mountain,103,111,108,90,90,83,99,Exobeing,-
4147,https://dxi4wb638ujep.cloudfront.net/1/k/k/3/k3ww_3_rnks.png,Minel Eiva,Globulus Ava,Male,Player,DF,Fire,87,90,92,99,103,89,112,Adult,-
4148,https://dxi4wb638ujep.cloudfront.net/1/k/j/8/j8i-xdbsjcm.png,Catra Page,Catra Page,Female,Player,FW,Wind,119,114,104,85,84,84,92,Child,-
4149,https://dxi4wb638ujep.cloudfront.net/1/k/x/w/xwdmmqcoe9k.png,Laraya Obies,Laraya Orbes,Female,Player,MF,Mountain,103,111,108,90,90,83,99,Child,-
4150,https://dxi4wb638ujep.cloudfront.net/1/k/a/a/aa6woqx-od8.png,Minel Eiva,Globulus Ava,Male,Player,DF,Fire,87,90,92,99,103,89,112,Exobeing,-
4151,https://dxi4wb638ujep.cloudfront.net/1/k/m/-/m-shlvk0pom.png,Iraid Obies,Elreid Orbes,Male,Player,GK,Fire,86,94,88,98,103,105,93,Adult,-
4155,https://dxi4wb638ujep.cloudfront.net/1/k/-/w/-wq7xk5qvi8.png,Jabat Grafis,Jabhat Graffias,Male,Player,GK,Forest,84,92,86,97,101,104,92,Exobeing,-
4156,https://dxi4wb638ujep.cloudfront.net/1/k/e/f/efjoe5migom.png,Resat Halid,Lesath Tine,Male,Player,DF,Fire,86,88,91,97,102,88,111,Exobeing,-
4157,https://dxi4wb638ujep.cloudfront.net/1/k/v/3/v34vpgqynbk.png,Akra Niyat,Akram Alvayra,Male,Player,DF,Fire,86,88,91,97,102,88,111,Exobeing,-
4158,https://dxi4wb638ujep.cloudfront.net/1/k/t/w/tw_zhf40idk.png,Karab Tanres,Calkrab Antares,Male,Player,FW,Mountain,118,112,102,83,81,81,89,Exobeing,-
4159,https://dxi4wb638ujep.cloudfront.net/1/k/c/-/c-osqgeolum.png,Shaula Dokbar,Shaula Toxbarb,Female,Player,FW,Mountain,118,112,102,83,81,81,89,Exobeing,-
4160,https://dxi4wb638ujep.cloudfront.net/1/k/8/r/8rtn59rgqo8.png,Res Ord,Res Ord,Male,Player,GK,Fire,84,92,86,97,101,104,92,Exobeing,-
4161,https://dxi4wb638ujep.cloudfront.net/1/k/n/5/n5cgucn899u.png,Doro Might,Doro Might,Male,Player,MF,Mountain,100,109,105,87,88,81,97,Exobeing,-
4162,https://dxi4wb638ujep.cloudfront.net/1/k/5/t/5tjelpoeac8.png,Kakugan Chart,Craig Chart,Male,Player,FW,Mountain,118,112,102,83,81,81,89,Exobeing,-
4163,https://dxi4wb638ujep.cloudfront.net/1/k/i/7/i7s_iwok3xu.png,Mesa Bute,Mesa Bute,Female,Player,GK,Forest,84,92,86,97,101,104,92,Exobeing,-
4164,https://dxi4wb638ujep.cloudfront.net/1/k/m/t/mtjysxhtwd0.png,Sado Sajord,Sad Sajord,Male,Player,MF,Mountain,100,109,105,87,88,81,97,Exobeing,-
4165,https://dxi4wb638ujep.cloudfront.net/1/k/x/7/x74t_ohx7uc.png,Silt Deigan,Silt Deigan,Male,Player,FW,Mountain,118,112,102,83,81,81,89,Exobeing,-
4166,https://dxi4wb638ujep.cloudfront.net/1/k/3/u/3ubmstyfoos.png,Cord Ratozol,Cord Ratozol,Male,Player,DF,Fire,82,85,83,102,106,87,118,Exobeing,-
4167,https://dxi4wb638ujep.cloudfront.net/1/k/g/8/g8qhbsulj9e.png,Waji Kalelkawa,Warim Kalkawa,Male,Player,FW,Mountain,118,112,102,83,81,81,89,Exobeing,-
4168,https://dxi4wb638ujep.cloudfront.net/1/k/e/d/edtbv1gjm7e.png,Nomare Lusha,Nomare Lusha,Female,Player,FW,Mountain,118,112,102,83,81,81,89,Exobeing,-
4169,https://dxi4wb638ujep.cloudfront.net/1/k/1/1/11c6ckgzlis.png,Dry Karwack,Dry Karwack,Male,Player,GK,Mountain,84,92,86,97,101,104,92,Exobeing,-
4170,https://dxi4wb638ujep.cloudfront.net/1/k/v/a/va_prxv7-oc.png,Nenban Slate,Nenban Slate,Male,Player,GK,Fire,84,92,86,97,101,104,92,Exobeing,-
4171,https://dxi4wb638ujep.cloudfront.net/1/k/k/y/kyou8ozbtb0.png,Wakke Kosagan,Wacke Koshra,Male,Player,DF,Fire,86,88,91,97,102,88,111,Exobeing,-
4172,https://dxi4wb638ujep.cloudfront.net/1/k/q/y/qyx2nlwj0kc.png,Arenite Sekie,Arenite Serka,Male,Player,DF,Fire,86,88,91,97,102,88,111,Exobeing,-
4173,https://dxi4wb638ujep.cloudfront.net/1/k/h/w/hwaxgawzzx0.png,Furanuame Hidery,Feriando Hidery,Male,Player,MF,Fire,100,109,105,87,88,81,97,Exobeing,-
4174,https://dxi4wb638ujep.cloudfront.net/1/k/v/y/vypcot8smcc.png,Fogara Kanart,Foggara Kanart,Male,Player,FW,Mountain,118,112,102,83,81,81,89,Exobeing,-
4175,https://dxi4wb638ujep.cloudfront.net/1/k/e/w/ew-9jsawlx0.png,Flint Heutch,Flint Heutch,Male,Player,DF,Fire,86,88,91,97,102,88,111,Exobeing,-
4176,https://dxi4wb638ujep.cloudfront.net/1/k/-/f/-fdiwxve-re.png,Jari Baras,Jari Baras,Male,Player,FW,Mountain,118,112,102,83,81,81,89,Exobeing,-
4177,https://dxi4wb638ujep.cloudfront.net/1/k/p/3/p3spdojktis.png,Hika Rabeer,Hika Rabeer,Male,Player,DF,Fire,82,85,83,102,106,87,118,Exobeing,-
4178,https://dxi4wb638ujep.cloudfront.net/1/k/n/w/nwr1zxbiwks.png,Deiats Yorhye,Dervan Yorhal,Male,Player,FW,Mountain,118,112,102,83,81,81,89,Exobeing,-
4179,https://dxi4wb638ujep.cloudfront.net/1/k/8/-/8-aueo9y7xe.png,Kudo Kanran,Kudon Kanran,Male,Player,MF,Mountain,97,112,113,83,81,81,100,Exobeing,-
4180,https://dxi4wb638ujep.cloudfront.net/1/k/c/r/cr5hn1i6o30.png,Dikas Cichlid,Derika Cachil,Male,Player,GK,Wind,84,92,86,97,101,104,92,Exobeing,-
4181,https://dxi4wb638ujep.cloudfront.net/1/k/t/5/t5iagkuajec.png,Guppy Medica,Gupas Melaka,Female,Player,DF,Mountain,86,88,91,97,102,88,111,Exobeing,-
4182,https://dxi4wb638ujep.cloudfront.net/1/k/z/t/zt3yrhtie70.png,Lidras Narse,Catro Corydoras,Male,Player,MF,Mountain,100,109,105,87,88,81,97,Exobeing,-
4183,https://dxi4wb638ujep.cloudfront.net/1/k/o/7/o7g584lypic.png,Tetra Karashina,Tetrae Charlong,Female,Player,MF,Mountain,100,109,105,87,88,81,97,Exobeing,-
4184,https://dxi4wb638ujep.cloudfront.net/1/k/g/t/gtd0m5crik8.png,Gurami Anabas,Guramki Abantis,Male,Player,FW,Wind,118,112,102,83,81,81,89,Exobeing,-
4185,https://dxi4wb638ujep.cloudfront.net/1/k/3/7/37svlgkrlxu.png,Hatata Tehaze,Hatara Tehaze,Female,Player,FW,Wind,118,112,102,83,81,81,89,Exobeing,-
4186,https://dxi4wb638ujep.cloudfront.net/1/k/x/u/xupgybrjq3k.png,Kiro Beira,Kiroh Beira,Male,Player,MF,Mountain,97,112,113,83,81,81,100,Exobeing,-
4187,https://dxi4wb638ujep.cloudfront.net/1/k/m/8/m8-b1k3z9em.png,Uzma Kyakko,Uzma Kyallak,Male,Player,MF,Wind,100,109,105,87,88,81,97,Exobeing,-
4188,https://dxi4wb638ujep.cloudfront.net/1/k/k/d/kd5db9l14cm.png,Betasup Rendens,Bettas Renden,Female,Player,FW,Wind,118,112,102,83,81,81,89,Exobeing,-
4189,https://dxi4wb638ujep.cloudfront.net/1/k/v/1/v1i82cdpvxk.png,Dumerilly Altam,Durmali Altos,Male,Player,GK,Wind,84,92,86,97,101,104,92,Exobeing,-
4190,https://dxi4wb638ujep.cloudfront.net/1/k/1/a/1arjlf2hgru.png,Unar Giil,Unahr Giil,Male,Player,FW,Forest,118,112,102,83,81,81,89,Exobeing,-
4191,https://dxi4wb638ujep.cloudfront.net/1/k/e/y/eyaoigq9ni8.png,Hosoten Lokebory,Holsten Leebrook,Male,Player,DF,Forest,86,88,91,97,102,88,111,Exobeing,-
4192,https://dxi4wb638ujep.cloudfront.net/1/k/w/y/wylw5ttfqdu.png,Anky Mo,Anky Mo,Male,Player,MF,Mountain,100,109,105,87,88,81,97,Exobeing,-
4193,https://dxi4wb638ujep.cloudfront.net/1/k/b/w/bwurus1lhu8.png,Menoha Seeweed,Menoh Seaweed,Female,Player,DF,Forest,86,88,91,97,102,88,111,Exobeing,-
4194,https://dxi4wb638ujep.cloudfront.net/1/k/9/o/9oca3xgvg9m.png,Siane Mone,Sierra Mone,Female,Player,GK,Wind,84,92,86,97,101,104,92,Exobeing,-
4195,https://dxi4wb638ujep.cloudfront.net/1/k/m/m/mmzhaogvrok.png,Pranu Rajelly,Piranu Rajelly,Male,Player,DF,Forest,86,88,91,97,102,88,111,Exobeing,-
4196,https://dxi4wb638ujep.cloudfront.net/1/k/s/j/sjquj1vdeuu.png,Cuculy Lione,Claria Leone,Female,Player,FW,Wind,118,112,102,83,81,81,89,Exobeing,-
4197,https://dxi4wb638ujep.cloudfront.net/1/k/d/h/dhh1kkznzd8.png,Umiu Seaslug,Umral Seaslug,Male,Player,FW,Wind,118,112,102,83,81,81,89,Exobeing,-
4198,https://dxi4wb638ujep.cloudfront.net/1/k/f/a/fampkthl2b8.png,Chiry Menjakko,Cherrie Menjikko,Female,Player,DF,Mountain,86,88,91,97,102,88,111,Exobeing,-
4199,https://dxi4wb638ujep.cloudfront.net/1/k/u/o/uoxinshxbou.png,Sambasoy Sigro,Sambas Soya,Male,Player,FW,Forest,118,112,102,83,81,81,89,Exobeing,-
4200,https://dxi4wb638ujep.cloudfront.net/1/k/o/h/oh090xy5uik.png,Ogg Royury,Oggris Roya,Female,Player,GK,Wind,84,92,86,97,101,104,92,Exobeing,-
4201,https://dxi4wb638ujep.cloudfront.net/1/k/_/v/_vfczoudd7m.png,Gallaf Saratoga,Galiaf Satonga,Male,Player,MF,Mountain,100,109,105,87,88,81,97,Exobeing,-
4202,https://dxi4wb638ujep.cloudfront.net/1/k/l/f/lf6eodxhkek.png,Ei Mantarey,Eli Mantary,Female,Player,MF,Mountain,100,109,105,87,88,81,97,Exobeing,-
4203,https://dxi4wb638ujep.cloudfront.net/1/k/6/t/6tllf8xbj3m.png,Tetrodo Toxsin,Teodorus Toxsin,Male,Player,DF,Wind,86,88,91,97,102,88,111,Exobeing,-
4204,https://dxi4wb638ujep.cloudfront.net/1/k/u/f/ufqof94sobs.png,Minokka Sargo,Minack Sargo,Male,Player,GK,Wind,84,92,86,97,101,104,92,Exobeing,-
4205,https://dxi4wb638ujep.cloudfront.net/1/k/l/t/lthjyceofoe.png,Kazary Kinubane,Kazar Kibane,Male,Player,GK,Forest,84,92,86,97,101,104,92,Exobeing,-
4206,https://dxi4wb638ujep.cloudfront.net/1/k/f/c/fcc8hfrgwi0.png,Pyol Coco,Doyle Coco,Male,Player,FW,Mountain,118,112,102,83,81,81,89,Exobeing,-
4207,https://dxi4wb638ujep.cloudfront.net/1/k/0/q/0qzdmgnad7c.png,Kukudur Coco,Kreaton Coco,Male,Player,MF,Fire,100,109,105,87,88,81,97,Exobeing,-
4208,https://dxi4wb638ujep.cloudfront.net/1/k/2/l/2l0bi5f2y9c.png,Kanzashy Fucho,Kanzan Focho,Female,Player,GK,Fire,84,92,86,97,101,104,92,Exobeing,-
4209,https://dxi4wb638ujep.cloudfront.net/1/k/h/j/hjfgpg5m1o0.png,Hattomar Medeppo,Hattar Meppo,Female,Player,MF,Fire,100,109,105,87,88,81,97,Exobeing,-
4210,https://dxi4wb638ujep.cloudfront.net/1/k/n/m/nmmvcbmeaue.png,Iika Rugar,Ilka Rugar,Male,Player,DF,Fire,86,88,91,97,102,88,111,Exobeing,-
4211,https://dxi4wb638ujep.cloudfront.net/1/k/w/k/wkx0xkq-tds.png,Jean Suparo,Jan Suparo,Male,Player,FW,Mountain,118,112,102,83,81,81,89,Exobeing,-
4212,https://dxi4wb638ujep.cloudfront.net/1/k/i/o/ioosappckie.png,Koty Jincho,Korum Jintal,Male,Player,MF,Fire,100,109,105,87,88,81,97,Exobeing,-
4213,https://dxi4wb638ujep.cloudfront.net/1/k/t/m/tmzntwpmnrs.png,Perik Anbin,Perrick Ambin,Male,Player,GK,Fire,84,92,86,97,101,104,92,Exobeing,-
4214,https://dxi4wb638ujep.cloudfront.net/1/k/d/o/dowgdfltyee.png,Hick Idory,Hick Idris,Male,Player,MF,Fire,100,109,105,87,88,81,97,Exobeing,-
4215,https://dxi4wb638ujep.cloudfront.net/1/k/s/m/smnnugdp13s.png,Hashy Birokko,Hashi Bilocco,Male,Player,GK,Fire,84,92,86,97,101,104,92,Exobeing,-
4216,https://dxi4wb638ujep.cloudfront.net/1/k/m/j/mjes992haxc.png,Karka Po,Karka Poe,Male,Player,FW,Forest,118,112,102,83,81,81,89,Exobeing,-
4217,https://dxi4wb638ujep.cloudfront.net/1/k/9/h/9h1zqcqbtk0.png,Bo Ludowashi,Bo Lourdash,Male,Player,DF,Fire,86,88,91,97,102,88,111,Exobeing,-
4218,https://dxi4wb638ujep.cloudfront.net/1/k/_/a/_ayv-bc3oi0.png,Mendrie Charbo,Mendry Charbeau,Female,Player,DF,Fire,86,88,91,97,102,88,111,Exobeing,-
4219,https://dxi4wb638ujep.cloudfront.net/1/k/o/o/oodotkknfrc.png,Ear Zuck,Iyer Zuck,Male,Player,DF,Fire,86,88,91,97,102,88,111,Exobeing,-
4220,https://dxi4wb638ujep.cloudfront.net/1/k/u/h/uhg7a5rfwxs.png,Uguis An,Ugwis Ann,Female,Player,FW,Forest,118,112,102,83,81,81,89,Exobeing,-
4221,https://dxi4wb638ujep.cloudfront.net/1/k/f/v/fvratg3_dce.png,Hakutwa Sii,Hector See,Female,Player,MF,Fire,100,109,105,87,88,81,97,Exobeing,-
4222,https://dxi4wb638ujep.cloudfront.net/1/k/r/f/rfuccl0d69s.png,Men Pukk,Men Pukk,Female,Player,FW,Mountain,118,112,102,83,81,81,89,Exobeing,-
4223,https://dxi4wb638ujep.cloudfront.net/1/k/a/t/atfjx0snxoe.png,Mozunoha Yanye,Mozun Yarne,Male,Player,DF,Mountain,86,88,91,97,102,88,111,Exobeing,-
4224,https://dxi4wb638ujep.cloudfront.net/1/k/0/f/0feur1bu2ik.png,Kuro Ikarasu,Crow Icarus,Male,Player,MF,Fire,100,109,105,87,88,81,97,Exobeing,-
4225,https://dxi4wb638ujep.cloudfront.net/1/k/f/t/ft1pgk9ubrm.png,Sekka Kusagy,Silas Kaye,Male,Player,DF,Fire,86,88,91,97,102,88,111,Exobeing,-
4226,https://dxi4wb638ujep.cloudfront.net/1/k/l/c/lcw6vxicux8.png,Hototo Giise,Horton Giess,Male,Player,FW,Forest,118,112,102,83,81,81,89,Exobeing,-
4227,https://dxi4wb638ujep.cloudfront.net/1/k/u/q/uqnb4oumdcu.png,Kamoffo Agoura,Cameron Agura,Female,Player,FW,Mountain,118,112,102,83,81,81,89,Exobeing,-
4228,https://dxi4wb638ujep.cloudfront.net/1/k/w/l/wlghwx8kgeu.png,Iwat Bii,Ewano Bee,Male,Player,FW,Mountain,118,112,102,83,81,81,89,Exobeing,-
4229,https://dxi4wb638ujep.cloudfront.net/1/k/n/j/njrm7oawr38.png,Tobia Brage,Tobiah Bragg,Male,Player,GK,Fire,84,92,86,97,101,104,92,Exobeing,-
4230,https://dxi4wb638ujep.cloudfront.net/1/k/h/m/hmytotv4exm.png,Narkitz Ranyhatchi,Norritz Ranhatch,Male,Player,GK,Mountain,84,92,86,97,101,104,92,Exobeing,-
4231,https://dxi4wb638ujep.cloudfront.net/1/k/2/k/2kdyfsjczkk.png,Wormy Moam,Worren Mooram,Male,Player,FW,Forest,118,112,102,83,81,81,89,Exobeing,-
4232,https://dxi4wb638ujep.cloudfront.net/1/k/c/o/co8q0hkgubm.png,Okai Kosamar,Okai Cosmer,Female,Player,DF,Forest,86,88,91,97,102,88,111,Exobeing,-
4233,https://dxi4wb638ujep.cloudfront.net/1/k/z/m/zmnlzesa5ok.png,Komekky Shoryo,Elater Clicka,Male,Player,FW,Forest,118,112,102,83,81,81,89,Exobeing,-
4234,https://dxi4wb638ujep.cloudfront.net/1/k/z/i/ziy5feyohds.png,Tarlan Churakumo,Theraphos Tranchla,Male,Player,FW,Mountain,118,112,102,83,81,81,89,Exobeing,-
4235,https://dxi4wb638ujep.cloudfront.net/1/k/o/k/okpyohusqwe.png,Mantiska Markiry,Mantiska Markiry,Male,Player,GK,Forest,84,92,86,97,101,104,92,Exobeing,-
4236,https://dxi4wb638ujep.cloudfront.net/1/k/i/l/ilkt78hafq0.png,Nokkogy Rikwatta,Norlan Rikwatta,Male,Player,GK,Mountain,84,92,86,97,101,104,92,Exobeing,-
4237,https://dxi4wb638ujep.cloudfront.net/1/k/5/n/5n7mwdhgyjc.png,Nanato Hoshiten,Nathanos Hoshten,Female,Player,GK,Forest,84,92,86,97,101,104,92,Exobeing,-
4238,https://dxi4wb638ujep.cloudfront.net/1/k/7/s/7s8q4avm3lc.png,Atla Swokarb,Aurora Sorker,Female,Player,FW,Forest,118,112,102,83,81,81,89,Exobeing,-
4239,https://dxi4wb638ujep.cloudfront.net/1/k/k/e/kenxvlz2aw0.png,Scor Pion,Skoll Pion,Female,Player,FW,Mountain,118,112,102,83,81,81,89,Exobeing,-
4240,https://dxi4wb638ujep.cloudfront.net/1/k/q/r/qrueg4g-v2e.png,Edarna Nafshi,Edana Naves,Male,Player,FW,Wind,118,112,102,83,81,81,89,Exobeing,-
4241,https://dxi4wb638ujep.cloudfront.net/1/k/b/d/bdflrhgecfs.png,Kiryggi Rees,Kierry Reese,Male,Player,FW,Forest,118,112,102,83,81,81,89,Exobeing,-
4242,https://dxi4wb638ujep.cloudfront.net/1/k/v/p/vpg9akjml6e.png,Micchi Oshe,Mitchi Osha,Female,Player,DF,Mountain,86,88,91,97,102,88,111,Exobeing,-
4243,https://dxi4wb638ujep.cloudfront.net/1/k/e/b/ebrc31fcijs.png,Aock Sarkame,Alec Sarker,Male,Player,MF,Mountain,97,112,113,83,81,81,100,Exobeing,-
4244,https://dxi4wb638ujep.cloudfront.net/1/k/w/p/wpkrt0mvplm.png,Miiro Agrias,Milo Agrias,Female,Player,FW,Forest,118,112,102,83,81,81,89,Exobeing,-
4245,https://dxi4wb638ujep.cloudfront.net/1/k/b/b/bb7walqvewk.png,Helark Lezbittol,Herak Lestril,Male,Player,DF,Mountain,86,88,91,97,102,88,111,Exobeing,-
4246,https://dxi4wb638ujep.cloudfront.net/1/k/h/u/huyftwfnx2u.png,Kagero Ephemera,Kagraro Ephemera,Male,Player,DF,Forest,86,88,91,97,102,88,111,Exobeing,-
4247,https://dxi4wb638ujep.cloudfront.net/1/k/q/g/qgpk-p5dcf8.png,Amen Boakainar,Amon Boaker,Male,Player,DF,Forest,86,88,91,97,102,88,111,Exobeing,-
4248,https://dxi4wb638ujep.cloudfront.net/1/k/s/n/snu4qwrxzd8.png,Hohoho Tarukoi,Hugaro Tarlow,Female,Player,FW,Mountain,118,112,102,83,81,81,89,Exobeing,-
4249,https://dxi4wb638ujep.cloudfront.net/1/k/j/p/jpfz9pnl0wu.png,Hanam Goury,Hanam Gurry,Female,Player,DF,Mountain,86,88,91,97,102,88,111,Exobeing,-
4250,https://dxi4wb638ujep.cloudfront.net/1/k/d/g/dg8sus4dbqk.png,Ares Zmushimo,Ares Zumish,Female,Player,DF,Mountain,86,88,91,97,102,88,111,Exobeing,-
4251,https://dxi4wb638ujep.cloudfront.net/1/k/y/i/yinndte5sjm.png,Mor Forcho,Morr Fauche,Female,Player,MF,Forest,97,112,113,83,81,81,100,Exobeing,-
4252,https://dxi4wb638ujep.cloudfront.net/1/k/g/i/giyvygdblck.png,Gomarda Rakkameekiri,Gomara Raccamere,Male,Player,FW,Mountain,118,112,102,83,81,81,89,Exobeing,-
4253,https://dxi4wb638ujep.cloudfront.net/1/k/3/k/3kd0ff7hmvm.png,Gengo Rou,Gengo Rowe,Male,Player,GK,Wind,84,92,86,97,101,104,92,Exobeing,-
4254,https://dxi4wb638ujep.cloudfront.net/1/k/_/g/_gt0vkkhcpc.png,Otto Shiebumy,Otto Sheveme,Male,Player,MF,Mountain,100,109,105,87,88,81,97,Exobeing,-
4255,https://dxi4wb638ujep.cloudfront.net/1/k/o/i/oicvc1c9va0.png,Ryuka Allyl,Luka Aril,Male,Player,FW,Wind,118,112,102,83,81,81,89,Exobeing,-
4256,https://dxi4wb638ujep.cloudfront.net/1/k/u/n/un_gro31a6e.png,Anthocy Arnin,Anthocia Arnin,Female,Player,GK,Mountain,84,92,86,97,101,104,92,Exobeing,-
4257,https://dxi4wb638ujep.cloudfront.net/1/k/f/p/fpob8xrp3js.png,Isolo Ecine,Isor Eshen,Male,Player,DF,Mountain,86,88,91,97,102,88,111,Exobeing,-
4258,https://dxi4wb638ujep.cloudfront.net/1/k/d/u/dujdsodjyps.png,Tellu Telluride,Terryl Terrid,Female,Player,MF,Fire,97,112,113,83,81,81,100,Exobeing,-
4259,https://dxi4wb638ujep.cloudfront.net/1/k/s/g/sg48_xlzf8e.png,Deoxyly Bocac,Dioxily Bocca,Male,Player,MF,Fire,97,112,113,83,81,81,100,Exobeing,-
4260,https://dxi4wb638ujep.cloudfront.net/1/k/m/p/mpbjssqrqc0.png,Ribo Som,Ribo Som,Male,Player,MF,Fire,100,109,105,87,88,81,97,Exobeing,-
